Iteration	Posterior	Likelihood	Prior	TreeLength	OmegaCount	K	R	Pi[0]	Pi[1]	Pi[2]	Pi[3]	Pi[4]	Pi[5]	Pi[6]	Pi[7]	Pi[8]	Pi[9]	Pi[10]	Pi[11]	Pi[12]	Pi[13]	Pi[14]	Pi[15]	Pi[16]	Pi[17]	Pi[18]	Pi[19]	Pi[20]	Pi[21]	Pi[22]	Pi[23]	Pi[24]	Pi[25]	Pi[26]	Pi[27]	Pi[28]	Pi[29]	Pi[30]	Pi[31]	Pi[32]	Pi[33]	Pi[34]	Pi[35]	Pi[36]	Pi[37]	Pi[38]	Pi[39]	Pi[40]	Pi[41]	Pi[42]	Pi[43]	Pi[44]	Pi[45]	Pi[46]	Pi[47]	Pi[48]	Pi[49]	Pi[50]	Pi[51]	Pi[52]	Pi[53]	Pi[54]	Pi[55]	Pi[56]	Pi[57]	Pi[58]	Pi[59]	Pi[60]
37600	-6186.723918	-6869.683742	682.959824	32.343576	3.000000	1.374234	0.201430	0.014369	0.021637	0.042030	0.008872	0.011519	0.038407	0.002362	0.021962	0.005300	0.031385	0.006404	0.013712	0.001586	0.023364	0.013207	0.016344	0.008559	0.040208	0.012012	0.012359	0.010676	0.020201	0.008397	0.011139	0.005267	0.012091	0.002711	0.008156	0.004549	0.013037	0.040172	0.006757	0.022695	0.027457	0.021341	0.018888	0.011393	0.076067	0.009256	0.042455	0.011116	0.025805	0.006916	0.017499	0.002446	0.016233	0.029693	0.008603	0.009583	0.007669	0.009109	0.022240	0.003093	0.019392	0.014449	0.019772	0.005290	0.002257	0.026596	0.012056	0.011879
37700	-6155.392150	-6851.421444	696.029294	34.679960	3.000000	1.215106	0.330358	0.016304	0.031372	0.042431	0.009143	0.007413	0.038785	0.003999	0.017066	0.005351	0.040312	0.006465	0.012035	0.001601	0.027332	0.012962	0.016500	0.010129	0.029557	0.012268	0.014347	0.010778	0.020394	0.003271	0.011245	0.003452	0.012207	0.002737	0.017321	0.003028	0.011389	0.040556	0.006329	0.019512	0.024489	0.021545	0.019477	0.011501	0.076793	0.009344	0.048474	0.014753	0.026052	0.004358	0.017666	0.002469	0.016388	0.029976	0.014198	0.009572	0.007742	0.008723	0.022452	0.003501	0.018981	0.014252	0.005626	0.006816	0.000119	0.026850	0.007392	0.012902
37800	-6173.978264	-6874.930454	700.952190	30.994395	3.000000	1.344949	0.365714	0.015564	0.025618	0.046704	0.007960	0.008711	0.039426	0.003754	0.010334	0.005439	0.026710	0.008646	0.012234	0.003426	0.027783	0.013176	0.020108	0.010296	0.031299	0.013209	0.012909	0.007615	0.013382	0.006006	0.015471	0.003201	0.012810	0.003124	0.017608	0.004731	0.014661	0.041226	0.005242	0.017006	0.024222	0.029948	0.020454	0.012452	0.079320	0.013170	0.048962	0.014997	0.022774	0.007767	0.024203	0.002510	0.016659	0.020150	0.014433	0.009731	0.009704	0.008867	0.025524	0.003624	0.010620	0.014385	0.013331	0.006211	0.001605	0.022058	0.007514	0.009420
37900	-6208.982564	-6858.230834	649.248270	32.987106	3.000000	1.250800	0.293179	0.015326	0.017957	0.032186	0.007963	0.009383	0.031694	0.003696	0.016160	0.009174	0.028065	0.008514	0.012047	0.004059	0.022431	0.012975	0.009400	0.010139	0.031916	0.022163	0.014409	0.008396	0.016564	0.005914	0.014456	0.002192	0.007991	0.003076	0.017339	0.005230	0.014437	0.040596	0.006409	0.019861	0.023438	0.025951	0.020142	0.014309	0.091979	0.010666	0.068795	0.010249	0.022426	0.007648	0.016920	0.002479	0.016404	0.019716	0.012488	0.011658	0.011061	0.008732	0.026581	0.002073	0.011315	0.019867	0.013821	0.006116	0.001581	0.023096	0.007400	0.010971
38000	-6209.763857	-6845.021476	635.257618	29.320424	3.000000	1.397770	0.351060	0.014960	0.035517	0.038488	0.014496	0.008340	0.030937	0.003051	0.007963	0.004764	0.027395	0.010358	0.015433	0.005016	0.026474	0.012665	0.013342	0.013773	0.027076	0.021634	0.013450	0.012211	0.017320	0.004169	0.013804	0.006277	0.013499	0.003506	0.009381	0.005106	0.011113	0.041898	0.006256	0.019386	0.025920	0.028662	0.024228	0.011621	0.072149	0.010412	0.052528	0.011082	0.022187	0.008491	0.016516	0.002419	0.020383	0.019025	0.011704	0.014149	0.010320	0.011516	0.024783	0.003107	0.014631	0.018218	0.011526	0.005866	0.002115	0.019324	0.006531	0.011524
38100	-6184.430329	-6849.182573	664.752244	30.898891	3.000000	1.403275	0.295863	0.017980	0.026751	0.038429	0.006995	0.004580	0.026464	0.003046	0.007951	0.004756	0.027176	0.010342	0.016246	0.005009	0.026434	0.016165	0.013322	0.014622	0.028630	0.021601	0.013374	0.012824	0.017293	0.002987	0.010888	0.006268	0.013489	0.001982	0.012692	0.005098	0.011096	0.049972	0.008284	0.019357	0.025881	0.027732	0.017490	0.011603	0.073807	0.009198	0.052448	0.013627	0.022153	0.008257	0.019851	0.002416	0.012946	0.023381	0.011687	0.014128	0.010304	0.011498	0.031095	0.003327	0.014609	0.021848	0.010745	0.008397	0.000856	0.019294	0.007815	0.011507
38200	-6200.553363	-6878.671206	678.117842	30.437392	3.000000	1.460228	0.383766	0.013936	0.025855	0.038902	0.007081	0.004636	0.037798	0.001734	0.008049	0.010550	0.027510	0.010480	0.016446	0.004802	0.023540	0.017244	0.013486	0.015821	0.033519	0.021867	0.014140	0.005101	0.018604	0.006016	0.011634	0.006345	0.012431	0.002006	0.013442	0.005161	0.008943	0.050587	0.006816	0.018183	0.027654	0.021876	0.017706	0.010656	0.074715	0.009312	0.043338	0.010680	0.026769	0.006563	0.020771	0.001918	0.013156	0.021939	0.008332	0.009111	0.011536	0.011422	0.029833	0.003368	0.023149	0.022117	0.010877	0.008500	0.001069	0.019531	0.011540	0.009898
38300	-6191.120886	-6851.738179	660.617293	33.110422	3.000000	1.427050	0.330192	0.014435	0.020712	0.040297	0.006447	0.005743	0.033811	0.003755	0.015024	0.010929	0.033624	0.008485	0.016189	0.004975	0.024384	0.012171	0.015470	0.008146	0.033001	0.020049	0.012276	0.008055	0.011125	0.004964	0.012051	0.003687	0.012877	0.000958	0.015263	0.002186	0.011581	0.052400	0.006146	0.018835	0.024819	0.017431	0.018535	0.012853	0.081925	0.013440	0.052897	0.011063	0.027729	0.006799	0.012344	0.002151	0.013982	0.024966	0.009943	0.009437	0.011950	0.013041	0.030903	0.003955	0.022610	0.014718	0.010957	0.006855	0.000950	0.020232	0.013216	0.010253
38400	-6223.767929	-6884.318653	660.550724	32.047741	3.000000	1.774849	0.270930	0.015739	0.019875	0.033559	0.008636	0.007393	0.031944	0.003603	0.014416	0.009119	0.032264	0.007536	0.016074	0.005121	0.027750	0.016241	0.015604	0.012955	0.051397	0.020136	0.025682	0.008702	0.018760	0.004012	0.011564	0.006646	0.011059	0.003694	0.012696	0.002119	0.011112	0.034298	0.005897	0.017412	0.027133	0.017838	0.017797	0.009727	0.078612	0.008172	0.050757	0.010615	0.017488	0.006906	0.013873	0.004133	0.013417	0.028021	0.009800	0.014456	0.011505	0.009393	0.026922	0.001934	0.019308	0.018518	0.004167	0.010244	0.002090	0.024665	0.007570	0.011924
38500	-6197.389119	-6870.414843	673.025724	32.271379	3.000000	1.325349	0.294462	0.010922	0.025568	0.029923	0.008901	0.007620	0.032925	0.004229	0.016432	0.002883	0.028054	0.008129	0.015860	0.003064	0.027368	0.016739	0.010854	0.009320	0.052975	0.019291	0.021311	0.006137	0.012039	0.004135	0.008154	0.006573	0.013415	0.001226	0.011225	0.004438	0.011454	0.049618	0.006535	0.017947	0.026175	0.018386	0.018343	0.010432	0.083153	0.012488	0.052316	0.010941	0.028676	0.004419	0.014299	0.004260	0.014003	0.022755	0.010742	0.010033	0.009760	0.010835	0.027191	0.002509	0.014652	0.020856	0.007494	0.010558	0.002155	0.026409	0.007802	0.013096
38600	-6198.506623	-6849.782949	651.276326	31.818322	3.000000	1.337404	0.288404	0.016493	0.023439	0.042167	0.008700	0.008796	0.044960	0.003877	0.015308	0.005067	0.033885	0.007537	0.014539	0.003944	0.019185	0.017389	0.019352	0.008544	0.041085	0.021851	0.010664	0.004435	0.012510	0.003791	0.012016	0.004057	0.011038	0.004486	0.006895	0.001987	0.011732	0.046832	0.005967	0.019011	0.023995	0.016855	0.016311	0.013358	0.090697	0.011449	0.055410	0.009843	0.018548	0.006249	0.013108	0.001847	0.016764	0.024425	0.009396	0.009198	0.008947	0.009637	0.027535	0.001375	0.015224	0.023466	0.011074	0.005237	0.001975	0.027415	0.006855	0.012267
38700	-6195.330826	-6857.437607	662.106780	31.829372	3.000000	1.541713	0.361934	0.015661	0.030804	0.047508	0.013003	0.008353	0.042693	0.003681	0.015356	0.004812	0.032176	0.007157	0.013806	0.003745	0.025482	0.014536	0.018376	0.008113	0.039014	0.020749	0.012206	0.006390	0.011879	0.003152	0.011410	0.006051	0.010393	0.004260	0.010864	0.002872	0.011785	0.044471	0.005666	0.014539	0.020610	0.030090	0.015488	0.010386	0.086124	0.012411	0.052616	0.009347	0.017613	0.006893	0.014464	0.001754	0.013944	0.023194	0.008922	0.008734	0.006274	0.009151	0.026623	0.001244	0.017589	0.022283	0.004919	0.013132	0.001876	0.026033	0.006509	0.010814
38800	-6194.544245	-6842.918847	648.374602	37.086096	3.000000	1.328496	0.202018	0.011509	0.031244	0.041541	0.014285	0.008472	0.039943	0.002288	0.013309	0.005211	0.032636	0.008763	0.016390	0.001820	0.025846	0.017803	0.012404	0.011530	0.040199	0.017360	0.015422	0.009561	0.018870	0.003197	0.011573	0.003463	0.011762	0.004321	0.010892	0.002913	0.008265	0.045105	0.005352	0.014747	0.020905	0.026836	0.014090	0.009877	0.080092	0.012588	0.051089	0.010262	0.023482	0.004522	0.019289	0.001779	0.014896	0.023525	0.009050	0.008540	0.007698	0.012420	0.027003	0.003239	0.011682	0.018946	0.004989	0.017165	0.000141	0.030969	0.006602	0.010326
38900	-6213.204891	-6837.478891	624.274000	32.100771	3.000000	1.499864	0.235604	0.011630	0.031573	0.041979	0.010663	0.004756	0.031315	0.001676	0.013449	0.007807	0.033240	0.007257	0.013790	0.001839	0.021112	0.017991	0.012535	0.011651	0.043608	0.023293	0.015585	0.011661	0.019068	0.003231	0.011694	0.003204	0.011886	0.003570	0.010051	0.002944	0.012926	0.039291	0.006533	0.014902	0.021125	0.027118	0.016602	0.014208	0.075354	0.012721	0.046368	0.010370	0.023729	0.004569	0.015973	0.002160	0.015053	0.029256	0.009145	0.008641	0.007780	0.012551	0.027287	0.003273	0.013490	0.019146	0.012076	0.010716	0.000143	0.031295	0.006672	0.015470
39000	-6208.085747	-6843.220357	635.134610	31.231557	3.000000	1.240250	0.245389	0.017281	0.025612	0.041833	0.010626	0.005769	0.039592	0.001670	0.013957	0.007780	0.024490	0.005080	0.021111	0.001291	0.022465	0.014719	0.013130	0.010003	0.043456	0.023212	0.019757	0.007351	0.011776	0.003220	0.011654	0.003924	0.009509	0.003040	0.009907	0.002934	0.012881	0.039155	0.004172	0.019036	0.021449	0.021417	0.016544	0.007622	0.083368	0.013960	0.043238	0.012533	0.018394	0.004341	0.013422	0.002230	0.016200	0.032033	0.009179	0.008664	0.005701	0.012507	0.030230	0.003262	0.024358	0.018859	0.011475	0.005933	0.000866	0.037144	0.006442	0.017233
39100	-6164.631062	-6856.904140	692.273077	33.791698	3.000000	1.202963	0.333970	0.015948	0.030107	0.042525	0.010931	0.007989	0.035168	0.002143	0.014359	0.008064	0.025078	0.008727	0.024317	0.001706	0.025131	0.011714	0.009617	0.010290	0.028510	0.015574	0.020325	0.007562	0.012753	0.004690	0.011989	0.002282	0.012586	0.003128	0.010192	0.003018	0.013251	0.040280	0.004292	0.018685	0.022066	0.022033	0.017836	0.011867	0.085764	0.011558	0.058827	0.007977	0.018922	0.006856	0.014022	0.002294	0.018086	0.020097	0.009227	0.008912	0.006102	0.009957	0.034302	0.004701	0.015896	0.015238	0.009232	0.011933	0.000891	0.038212	0.006538	0.017729
39200	-6175.015285	-6870.086788	695.071503	31.455227	3.000000	1.451869	0.419861	0.012490	0.030120	0.042543	0.010629	0.007784	0.036838	0.001468	0.009255	0.007621	0.028667	0.007844	0.023449	0.002160	0.026287	0.011719	0.013096	0.012612	0.026720	0.015581	0.011559	0.007543	0.016033	0.004692	0.014251	0.004261	0.009136	0.003178	0.006629	0.004056	0.010346	0.041241	0.007209	0.023852	0.017450	0.022042	0.017677	0.011628	0.085737	0.005656	0.048079	0.009682	0.018016	0.003658	0.012940	0.001715	0.020575	0.038553	0.010418	0.010874	0.007774	0.009966	0.034317	0.004480	0.014274	0.018062	0.012385	0.012855	0.000891	0.035746	0.008414	0.015266
39300	-6188.045867	-6867.816440	679.770573	32.019334	3.000000	1.357815	0.263038	0.012317	0.027153	0.034990	0.007880	0.008118	0.025126	0.001448	0.014543	0.008427	0.030731	0.009616	0.024069	0.001770	0.025922	0.011556	0.012914	0.010965	0.037597	0.013570	0.011398	0.007438	0.015811	0.003872	0.013052	0.002824	0.012598	0.003134	0.014704	0.004000	0.010202	0.039908	0.006787	0.020718	0.020042	0.027666	0.016430	0.011466	0.081984	0.012475	0.058759	0.012761	0.027449	0.003607	0.012761	0.001691	0.020289	0.028823	0.010273	0.010724	0.007666	0.012290	0.024072	0.004158	0.014076	0.014429	0.012213	0.011541	0.003012	0.033217	0.005514	0.015455
39400	-6201.031417	-6866.746330	665.714914	32.104956	3.000000	1.675576	0.341804	0.018935	0.026790	0.040683	0.007774	0.008010	0.024791	0.001429	0.012109	0.009259	0.028466	0.009488	0.012040	0.001746	0.028740	0.017579	0.013264	0.010819	0.043960	0.019877	0.020117	0.005705	0.015600	0.003820	0.015397	0.002052	0.012429	0.003092	0.010905	0.003946	0.013969	0.039375	0.006216	0.020441	0.019037	0.027297	0.013330	0.011313	0.080889	0.013905	0.057974	0.015872	0.027082	0.003559	0.017475	0.001668	0.012619	0.023336	0.010136	0.010580	0.007564	0.006492	0.018325	0.002621	0.013888	0.017855	0.012475	0.010161	0.002264	0.032773	0.005440	0.015249
39500	-6203.364064	-6865.135681	661.771617	32.255660	3.000000	1.438643	0.313098	0.016747	0.035028	0.042710	0.007859	0.006996	0.024333	0.002031	0.010385	0.007624	0.028774	0.010017	0.016583	0.002777	0.027768	0.020910	0.013407	0.010935	0.037842	0.020092	0.020334	0.007711	0.016982	0.004922	0.014581	0.004996	0.012009	0.004732	0.010737	0.004738	0.009332	0.047296	0.006283	0.018296	0.018222	0.019053	0.013105	0.008832	0.074127	0.014055	0.058601	0.007107	0.027375	0.003597	0.012590	0.001646	0.012756	0.023588	0.010245	0.012077	0.007646	0.006563	0.029435	0.002649	0.014039	0.018048	0.011564	0.009761	0.002288	0.033127	0.008076	0.014061
39600	-6201.054997	-6870.899585	669.844588	32.969967	3.000000	1.424886	0.346999	0.019120	0.031804	0.042605	0.007839	0.006979	0.035150	0.002026	0.010360	0.008496	0.021940	0.007266	0.016542	0.002002	0.027700	0.014624	0.015700	0.011444	0.042294	0.016745	0.012697	0.009167	0.014408	0.004326	0.011190	0.004984	0.011980	0.002395	0.012570	0.004727	0.012766	0.047180	0.007815	0.018251	0.018177	0.020662	0.013073	0.012450	0.081495	0.011381	0.054089	0.007571	0.027308	0.006964	0.017178	0.003009	0.012327	0.026803	0.010024	0.017369	0.007404	0.006266	0.029363	0.002884	0.020691	0.011044	0.015444	0.009737	0.002283	0.020976	0.007666	0.011271
39700	-6227.175750	-6873.379169	646.203419	33.176953	3.000000	1.479222	0.254802	0.016013	0.027581	0.044235	0.009596	0.007246	0.036494	0.001814	0.010756	0.008250	0.035359	0.005982	0.014555	0.002192	0.033201	0.015629	0.016300	0.011368	0.036505	0.013672	0.016897	0.007814	0.014959	0.003821	0.007745	0.005055	0.014170	0.002034	0.011899	0.004487	0.013022	0.048984	0.008114	0.019963	0.019119	0.023664	0.013573	0.008324	0.075074	0.007566	0.055552	0.011739	0.028352	0.006197	0.012344	0.002818	0.017121	0.021446	0.010407	0.010290	0.007108	0.010900	0.035654	0.003334	0.011295	0.013380	0.011093	0.010342	0.001177	0.021778	0.007959	0.016686
39800	-6191.112393	-6850.231202	659.118809	32.808709	3.000000	1.374778	0.332225	0.017197	0.032243	0.037216	0.015488	0.008873	0.028566	0.002371	0.010766	0.008258	0.031310	0.004530	0.013352	0.002194	0.030373	0.013264	0.015640	0.009949	0.042414	0.016999	0.011069	0.005400	0.016111	0.003825	0.010341	0.006799	0.008562	0.002036	0.011910	0.003636	0.013342	0.048374	0.010677	0.014798	0.021986	0.023668	0.017056	0.011671	0.070714	0.007573	0.055535	0.007980	0.028379	0.006536	0.012356	0.002821	0.014553	0.025525	0.011861	0.010300	0.007115	0.010910	0.035688	0.003337	0.014861	0.020419	0.019909	0.010352	0.001736	0.020552	0.007967	0.010756
39900	-6165.073976	-6855.572807	690.498831	31.597991	3.000000	1.492358	0.309549	0.016322	0.035504	0.044766	0.010581	0.009682	0.028438	0.001550	0.013130	0.009766	0.024468	0.007948	0.016742	0.003311	0.025522	0.013205	0.017108	0.009416	0.035089	0.014145	0.014755	0.008280	0.016039	0.003736	0.013938	0.004599	0.011168	0.001340	0.008697	0.002623	0.013282	0.055962	0.010630	0.017521	0.024344	0.025566	0.016980	0.011619	0.061848	0.008838	0.055287	0.007986	0.028961	0.006506	0.019555	0.001570	0.013971	0.023937	0.008564	0.011792	0.007083	0.013755	0.021258	0.003675	0.017450	0.017925	0.021108	0.007873	0.000796	0.025742	0.007975	0.008773
40000	-6168.740686	-6843.742938	675.002252	35.476075	3.000000	1.455996	0.240434	0.011403	0.039008	0.042156	0.012614	0.012146	0.036289	0.001703	0.013095	0.006286	0.025468	0.006645	0.012265	0.003637	0.025622	0.014508	0.016635	0.007601	0.038616	0.013898	0.013716	0.009097	0.016085	0.007035	0.013963	0.003319	0.008918	0.001569	0.009555	0.003756	0.013373	0.056815	0.010427	0.021407	0.021849	0.025785	0.016647	0.012766	0.059258	0.009710	0.050782	0.013840	0.030904	0.007148	0.019345	0.002225	0.018102	0.021009	0.008640	0.010457	0.007130	0.009911	0.023384	0.004038	0.017615	0.014880	0.013139	0.012293	0.000941	0.021161	0.006885	0.011528
40100	-6187.858198	-6882.381227	694.523028	34.403912	3.000000	1.395358	0.173567	0.011381	0.030237	0.043950	0.009146	0.009359	0.033294	0.001700	0.017773	0.006417	0.029309	0.006632	0.011137	0.003631	0.025574	0.010633	0.015739	0.007587	0.038544	0.023357	0.013690	0.009080	0.016054	0.005941	0.013937	0.003312	0.012886	0.003000	0.008359	0.003339	0.016097	0.056709	0.010407	0.019633	0.021809	0.025737	0.015598	0.014070	0.059781	0.012203	0.050687	0.013814	0.025918	0.007135	0.019759	0.001396	0.018069	0.020969	0.011595	0.011436	0.007116	0.006271	0.023341	0.004030	0.017582	0.011035	0.010567	0.012270	0.000939	0.024234	0.014986	0.009809
40200	-6172.752860	-6857.815340	685.062480	33.284214	3.000000	1.539587	0.263106	0.016812	0.030207	0.043906	0.010720	0.009349	0.031963	0.001698	0.012774	0.006411	0.026427	0.006626	0.014065	0.000510	0.022836	0.010623	0.009909	0.007579	0.028643	0.017509	0.010907	0.005646	0.017135	0.003885	0.013761	0.001264	0.013134	0.002997	0.008350	0.003881	0.016081	0.056653	0.010397	0.015774	0.025765	0.025712	0.018880	0.014056	0.078470	0.007329	0.053500	0.013800	0.022975	0.007128	0.018895	0.001395	0.018051	0.029566	0.007281	0.012623	0.007109	0.006265	0.021592	0.003536	0.016127	0.016721	0.025144	0.011022	0.000452	0.027940	0.008994	0.011241
40300	-6197.691942	-6895.415171	697.723229	30.924829	3.000000	1.607494	0.351619	0.018527	0.031085	0.040054	0.011032	0.006383	0.032335	0.001747	0.013145	0.006597	0.026348	0.009039	0.010270	0.002852	0.017149	0.010931	0.008438	0.007799	0.027246	0.019885	0.015682	0.004558	0.017632	0.006262	0.014161	0.009315	0.007032	0.003052	0.009153	0.003967	0.016548	0.052905	0.010699	0.015649	0.033805	0.026458	0.013562	0.014465	0.080749	0.007542	0.055054	0.014201	0.016415	0.007335	0.019444	0.002142	0.014664	0.030425	0.007493	0.006161	0.004583	0.011673	0.022219	0.003207	0.011915	0.017206	0.022325	0.010783	0.002152	0.028751	0.011648	0.016148
40400	-6174.904087	-6880.390183	705.486096	28.617513	3.000000	1.553343	0.386966	0.016335	0.028776	0.038948	0.011459	0.008992	0.029933	0.001618	0.012169	0.007087	0.032054	0.008368	0.014718	0.002640	0.015875	0.012699	0.012620	0.011999	0.024640	0.012439	0.015598	0.008447	0.013256	0.005001	0.013109	0.004170	0.008182	0.003893	0.009413	0.004669	0.015319	0.043527	0.009904	0.021056	0.027378	0.022462	0.022284	0.013391	0.084633	0.007754	0.050966	0.012892	0.026096	0.006605	0.014246	0.001983	0.013575	0.028165	0.009831	0.006489	0.004243	0.017464	0.019794	0.004509	0.019019	0.020619	0.020667	0.009634	0.001414	0.026616	0.010783	0.017576
40500	-6171.131952	-6863.892049	692.760097	30.931693	3.000000	1.474222	0.487192	0.016400	0.028891	0.039103	0.011504	0.008983	0.030052	0.001624	0.012217	0.009331	0.032182	0.008401	0.014777	0.002419	0.021428	0.013147	0.012332	0.012047	0.034986	0.012488	0.013251	0.009504	0.015548	0.005021	0.013161	0.002508	0.010737	0.001585	0.009451	0.004687	0.021579	0.043701	0.006159	0.021140	0.024614	0.022552	0.022372	0.013444	0.084970	0.013270	0.051168	0.013752	0.018220	0.006631	0.014303	0.002681	0.013629	0.022013	0.008479	0.006515	0.006631	0.011825	0.019873	0.004527	0.009029	0.017857	0.023466	0.008537	0.001739	0.029087	0.010826	0.017646
40600	-6168.509346	-6863.870707	695.361362	34.190866	3.000000	1.520838	0.241136	0.014931	0.026101	0.037771	0.010643	0.008683	0.031650	0.002462	0.009573	0.005240	0.031085	0.010115	0.014273	0.001583	0.029137	0.016196	0.015767	0.011636	0.032281	0.015779	0.012799	0.015291	0.015018	0.007237	0.010063	0.002423	0.009970	0.000567	0.009128	0.001233	0.019378	0.050894	0.005949	0.020420	0.023775	0.021153	0.013757	0.012986	0.082073	0.012817	0.060808	0.013441	0.017599	0.005130	0.013843	0.001566	0.013164	0.021263	0.009687	0.013182	0.006405	0.012093	0.031756	0.002716	0.012217	0.017855	0.009930	0.011757	0.001679	0.028096	0.009811	0.014165
40700	-6177.859609	-6869.034498	691.174889	34.554753	3.000000	1.465161	0.304285	0.012634	0.037425	0.042610	0.010996	0.006350	0.030761	0.002544	0.009891	0.006824	0.032118	0.010789	0.014747	0.001635	0.030105	0.013407	0.016291	0.009651	0.033354	0.010599	0.013225	0.011224	0.016138	0.007478	0.010155	0.002503	0.009011	0.001903	0.009947	0.001274	0.019505	0.057892	0.007833	0.020530	0.024565	0.030248	0.015867	0.009986	0.072910	0.012234	0.049197	0.013888	0.018184	0.005049	0.014304	0.001618	0.012035	0.029546	0.010009	0.005987	0.006618	0.007621	0.032812	0.001931	0.014918	0.018448	0.007505	0.012148	0.001777	0.024471	0.010137	0.014636
40800	-6166.131157	-6854.959353	688.828196	32.045244	3.000000	1.413681	0.301573	0.012680	0.025347	0.043071	0.011035	0.006709	0.029635	0.002996	0.014074	0.006599	0.030943	0.010202	0.014208	0.001289	0.024464	0.012916	0.014550	0.010677	0.032134	0.018210	0.015903	0.010813	0.017361	0.007058	0.009783	0.003596	0.009712	0.001834	0.013307	0.002735	0.017253	0.058529	0.008345	0.019779	0.023666	0.029141	0.023305	0.013439	0.070241	0.009362	0.050035	0.013380	0.023211	0.004865	0.013780	0.003105	0.015245	0.026044	0.009642	0.005480	0.006511	0.014254	0.025594	0.005953	0.015142	0.017773	0.008229	0.005183	0.001916	0.026294	0.008598	0.012865
40900	-6146.910466	-6838.710804	691.800338	34.614079	3.000000	1.716466	0.274790	0.012508	0.026987	0.042487	0.008786	0.007468	0.034552	0.001226	0.012737	0.006932	0.022810	0.010064	0.017643	0.001272	0.022828	0.012741	0.010731	0.013711	0.032788	0.016896	0.015687	0.005733	0.017569	0.006962	0.010197	0.003547	0.007412	0.001911	0.008309	0.002697	0.013230	0.047843	0.007704	0.019757	0.023345	0.025803	0.022988	0.012970	0.078468	0.011066	0.054410	0.013198	0.022896	0.006547	0.014883	0.003063	0.015858	0.029128	0.007932	0.008339	0.005530	0.013982	0.026789	0.006343	0.017345	0.019024	0.014906	0.012498	0.000868	0.025937	0.009471	0.012690
41000	-6159.545593	-6864.298012	704.752419	32.761600	3.000000	1.771160	0.260851	0.016961	0.028812	0.042175	0.008721	0.009186	0.027910	0.002296	0.011514	0.007812	0.033001	0.009990	0.016220	0.001262	0.019814	0.020585	0.009984	0.006203	0.037833	0.016772	0.012054	0.008511	0.017440	0.005018	0.011193	0.003521	0.014890	0.003920	0.011593	0.002678	0.013535	0.047491	0.008821	0.020039	0.021506	0.023611	0.020441	0.010552	0.073725	0.010984	0.059868	0.013101	0.022727	0.006499	0.018960	0.002586	0.018285	0.022093	0.006252	0.008278	0.005489	0.012661	0.024660	0.006296	0.017368	0.018884	0.007649	0.006535	0.000861	0.027769	0.009401	0.015199
41100	-6172.282878	-6836.592111	664.309233	33.966143	3.000000	1.515894	0.296823	0.014472	0.024940	0.037627	0.008493	0.009009	0.031952	0.002236	0.011901	0.007728	0.028112	0.009728	0.014005	0.001357	0.022775	0.014588	0.015548	0.007504	0.032040	0.015622	0.010143	0.009312	0.015468	0.005856	0.012936	0.003429	0.013477	0.003818	0.007171	0.004216	0.012306	0.048517	0.008590	0.019515	0.023277	0.023512	0.019907	0.011111	0.091180	0.010697	0.056245	0.012240	0.029602	0.006329	0.015243	0.001913	0.017807	0.026276	0.011351	0.011547	0.007669	0.009224	0.024015	0.004998	0.016838	0.017542	0.007401	0.010364	0.000839	0.026562	0.009432	0.012487
41200	-6183.247542	-6873.041209	689.793667	33.829613	3.000000	1.669492	0.315251	0.012624	0.027040	0.038128	0.008606	0.009129	0.032377	0.002266	0.013468	0.008380	0.027645	0.009858	0.014192	0.001375	0.023078	0.014782	0.015755	0.007603	0.032466	0.015830	0.010278	0.009436	0.015674	0.008566	0.015000	0.003475	0.005647	0.003869	0.008478	0.004272	0.017981	0.049163	0.008704	0.019775	0.026570	0.023825	0.013110	0.011259	0.100385	0.011328	0.056994	0.010401	0.022019	0.004403	0.015445	0.001935	0.018044	0.026625	0.011502	0.011700	0.006232	0.009624	0.020363	0.005064	0.012677	0.017775	0.007326	0.010502	0.000850	0.026915	0.009558	0.012654
41300	-6221.101594	-6859.710878	638.609283	33.350301	3.000000	1.602572	0.276705	0.012479	0.024969	0.028560	0.011543	0.012880	0.036124	0.001158	0.012890	0.006620	0.030265	0.008309	0.014029	0.002317	0.022813	0.015108	0.015574	0.007516	0.028418	0.015648	0.010160	0.008774	0.015494	0.002999	0.009561	0.003435	0.005582	0.003824	0.011727	0.004223	0.019183	0.048599	0.009425	0.018788	0.026196	0.023552	0.021340	0.012973	0.099234	0.011198	0.058113	0.009428	0.024357	0.004353	0.015268	0.001913	0.017705	0.026320	0.011370	0.011105	0.006160	0.009248	0.029373	0.005006	0.012532	0.012411	0.012690	0.013999	0.000081	0.026606	0.007264	0.011213
41400	-6196.413099	-6838.459011	642.045912	34.571426	3.000000	1.655210	0.238926	0.012503	0.027563	0.033522	0.008879	0.007948	0.035735	0.003354	0.012914	0.009781	0.030322	0.008324	0.014055	0.001298	0.018740	0.015136	0.013447	0.007255	0.028471	0.014776	0.011055	0.008791	0.015757	0.004681	0.014026	0.003441	0.013538	0.003512	0.011857	0.004446	0.019220	0.048691	0.008475	0.021403	0.033105	0.023596	0.021380	0.011643	0.086775	0.013070	0.051603	0.009078	0.021805	0.004361	0.015963	0.001916	0.015944	0.024447	0.011391	0.011126	0.008276	0.012175	0.029589	0.002703	0.013820	0.012435	0.006879	0.014025	0.001115	0.027212	0.010421	0.011234
